protein_ids,symbol,log2FoldChange,baseMean,padj,GO_id,GO_term
g4053.t1,g4053,-0.174150364171623,142.960901867697,0.59597113754834,GO:0016651,"oxidoreductase activity, acting on NAD(P)H"
g13692.t1,g13692,-0.174227930835889,851.690945852551,0.249048834945501,GO:0016746,acyltransferase activity
g13437.t1,g13437,-0.174447462681151,164.458398812066,0.414448881806511,GO:0005975,carbohydrate metabolic process
g13437.t1,g13437,-0.174447462681151,164.458398812066,0.414448881806511,GO:0004396,hexokinase activity
g13437.t1,g13437,-0.174447462681151,164.458398812066,0.414448881806511,GO:0001678,intracellular glucose homeostasis
g13437.t1,g13437,-0.174447462681151,164.458398812066,0.414448881806511,GO:0016773,"phosphotransferase activity, alcohol group as acceptor"
g13437.t1,g13437,-0.174447462681151,164.458398812066,0.414448881806511,GO:0005524,ATP binding
g13437.t1,g13437,-0.174447462681151,164.458398812066,0.414448881806511,GO:0005536,D-glucose binding
g13496.t1,g13496,-0.174505307268382,2117.54696723298,0.454493134214385,nan,
g5492.t1,g5492,-0.174564385284852,1991.77153370011,0.0595660978315057,GO:0005634,nucleus
g4685.t1,g4685,-0.175122969634795,1452.04563292161,0.210131147183215,GO:0005975,carbohydrate metabolic process
g4685.t1,g4685,-0.175122969634795,1452.04563292161,0.210131147183215,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
g4012.t1,g4012,-0.175129925205105,417.877944033988,0.563106205326289,nan,
g13335.t1,g13335,-0.175853669443781,216.369471568232,0.507832466732482,GO:0018580,nitronate monooxygenase activity
g1840.t1,g1840,-0.176024805521115,993.462422305856,0.150671406590141,GO:0005777,peroxisome
g13136.t1,g13136,-0.176309989622622,1032.3615977929,0.111939678953144,GO:0003723,RNA binding
g13136.t1,g13136,-0.176309989622622,1032.3615977929,0.111939678953144,GO:0005047,signal recognition particle binding
g13136.t1,g13136,-0.176309989622622,1032.3615977929,0.111939678953144,GO:0030942,endoplasmic reticulum signal peptide binding
g13136.t1,g13136,-0.176309989622622,1032.3615977929,0.111939678953144,GO:0008312,7S RNA binding
g13136.t1,g13136,-0.176309989622622,1032.3615977929,0.111939678953144,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
g13136.t1,g13136,-0.176309989622622,1032.3615977929,0.111939678953144,GO:0006614,SRP-dependent cotranslational protein targeting to membrane
g12528.t1,g12528,-0.176452516132799,658.366087521967,0.33278967904811,nan,
g6557.t1,g6557,-0.176689669926184,1104.02580770774,0.173072445115374,nan,
g7252.t1,g7252,-0.176934430514685,4648.44148041042,0.50845029826583,GO:0016020,membrane
g7252.t1,g7252,-0.176934430514685,4648.44148041042,0.50845029826583,GO:0055085,transmembrane transport
g7252.t1,g7252,-0.176934430514685,4648.44148041042,0.50845029826583,GO:0022857,transmembrane transporter activity
g2110.t1,g2110,-0.177042830853914,10571.3271515111,0.233584646975325,GO:0008270,zinc ion binding
g7270.t1,g7270,-0.177072940889386,2861.29680716122,0.0513085419162478,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
g7270.t1,g7270,-0.177072940889386,2861.29680716122,0.0513085419162478,GO:1902600,proton transmembrane transport
g7270.t1,g7270,-0.177072940889386,2861.29680716122,0.0513085419162478,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
g7270.t2,g7270,-0.177072940889386,2861.29680716122,0.0513085419162478,GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
g7270.t2,g7270,-0.177072940889386,2861.29680716122,0.0513085419162478,GO:1902600,proton transmembrane transport
g7270.t2,g7270,-0.177072940889386,2861.29680716122,0.0513085419162478,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
g5013.t1,g5013,-0.177567394113199,1183.38156952007,0.215089245209303,nan,
g4348.t1,g4348,-0.177629102644662,195.143474906383,0.367177877508559,GO:0017183,protein histidyl modification to diphthamide
g4348.t1,g4348,-0.177629102644662,195.143474906383,0.367177877508559,GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity
g8844.t1,g8844,-0.177743195939184,255.820561999191,0.287958513814878,nan,
g465.t1,g465,-0.177824052105254,341.086363557803,0.28305601960944,nan,
g4699.t1,g4699,-0.177916538448292,294.545865025834,0.31187997844837,GO:0000398,"mRNA splicing, via spliceosome"
g4699.t1,g4699,-0.177916538448292,294.545865025834,0.31187997844837,GO:0003723,RNA binding
g4699.t1,g4699,-0.177916538448292,294.545865025834,0.31187997844837,GO:0046540,U4/U6 x U5 tri-snRNP complex
g4699.t1,g4699,-0.177916538448292,294.545865025834,0.31187997844837,GO:0005688,U6 snRNP
g5418.t1,g5418,-0.178087168276521,118.154383940397,0.441393736520974,GO:0018342,protein prenylation
g5418.t1,g5418,-0.178087168276521,118.154383940397,0.441393736520974,GO:0008318,protein prenyltransferase activity
g8924.t1,g8924,-0.17816647188408,2656.38884603611,0.164109941928699,GO:0140662,ATP-dependent protein folding chaperone
g8924.t1,g8924,-0.17816647188408,2656.38884603611,0.164109941928699,GO:0016887,ATP hydrolysis activity
g8924.t1,g8924,-0.17816647188408,2656.38884603611,0.164109941928699,GO:0005524,ATP binding
g8924.t1,g8924,-0.17816647188408,2656.38884603611,0.164109941928699,GO:0006457,protein folding
g8924.t1,g8924,-0.17816647188408,2656.38884603611,0.164109941928699,GO:0051082,unfolded protein binding
g12737.t1,g12737,-0.178521327918319,1639.29163534581,0.0916022200130305,nan,
g6013.t1,g6013,-0.178574819075473,8908.6893592687,0.0800367568325883,nan,
g12727.t1,g12727,-0.178676961151761,308.711657444999,0.238405729824112,nan,
g13485.t1,g13485,-0.180085303055532,459.604004488746,0.239705546436219,GO:0000387,spliceosomal snRNP assembly
g13485.t2,g13485,-0.180085303055532,459.604004488746,0.239705546436219,GO:0000387,spliceosomal snRNP assembly
g4535.t1,g4535,-0.180277368777247,5731.95519383985,0.0519423862585439,GO:0015986,proton motive force-driven ATP synthesis
g4535.t1,g4535,-0.180277368777247,5731.95519383985,0.0519423862585439,GO:0005743,mitochondrial inner membrane
g4535.t1,g4535,-0.180277368777247,5731.95519383985,0.0519423862585439,GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
g6824.t1,g6824,-0.180280365799183,218.651837091753,0.247135924404606,GO:0005515,protein binding
g6824.t1,g6824,-0.180280365799183,218.651837091753,0.247135924404606,GO:0008270,zinc ion binding
g12795.t1,g12795,-0.180293836876897,914.149006874946,0.0937898095758215,GO:0005515,protein binding
g12795.t1,g12795,-0.180293836876897,914.149006874946,0.0937898095758215,GO:0006355,regulation of DNA-templated transcription
g12795.t1,g12795,-0.180293836876897,914.149006874946,0.0937898095758215,GO:0006338,chromatin remodeling
g987.t1,g987,-0.180377754966419,165.931580742161,0.372709914542468,GO:0004721,phosphoprotein phosphatase activity
g987.t1,g987,-0.180377754966419,165.931580742161,0.372709914542468,GO:0016311,dephosphorylation
g13357.t1,g13357,-0.180590799523452,2137.13177969969,0.099441893079988,nan,
g6986.t1,g6986,-0.180640525671789,819.827659607133,0.292254206813305,GO:0005975,carbohydrate metabolic process
g6986.t1,g6986,-0.180640525671789,819.827659607133,0.292254206813305,GO:0016301,kinase activity
g6986.t1,g6986,-0.180640525671789,819.827659607133,0.292254206813305,GO:0004856,D-xylulokinase activity
g6986.t1,g6986,-0.180640525671789,819.827659607133,0.292254206813305,GO:0042732,D-xylose metabolic process
g6768.t1,g6768,-0.180850366572185,745.876341176213,0.407938815131935,nan,
g5457.t1,g5457,-0.181572533588517,460.949779195175,0.199792809046242,GO:0030151,molybdenum ion binding
g5457.t1,g5457,-0.181572533588517,460.949779195175,0.199792809046242,GO:0030170,pyridoxal phosphate binding
g5457.t1,g5457,-0.181572533588517,460.949779195175,0.199792809046242,GO:0003824,catalytic activity
g440.t1,g440,-0.181608335898779,21403.2203400807,0.181806279666703,GO:0034599,cellular response to oxidative stress
g440.t1,g440,-0.181608335898779,21403.2203400807,0.181806279666703,GO:0008379,thioredoxin peroxidase activity
g440.t1,g440,-0.181608335898779,21403.2203400807,0.181806279666703,GO:0016491,oxidoreductase activity
g2145.t1,g2145,-0.181703743589645,4522.30981984662,0.13615845810367,GO:0003824,catalytic activity
g2145.t2,g2145,-0.181703743589645,4522.30981984662,0.13615845810367,GO:0003824,catalytic activity
g6655.t1,g6655,-0.181843131766149,850.827006096471,0.438044494550584,GO:0009411,response to UV
g6655.t1,g6655,-0.181843131766149,850.827006096471,0.438044494550584,GO:0004519,endonuclease activity
g6655.t1,g6655,-0.181843131766149,850.827006096471,0.438044494550584,GO:0006289,nucleotide-excision repair
g1664.t1,g1664,-0.18229547984096,3147.55303145795,0.0608176863387497,nan,
g12099.t1,g12099,-0.182555940032471,885.384424482542,0.347929746985265,GO:0003677,DNA binding
g12099.t1,g12099,-0.182555940032471,885.384424482542,0.347929746985265,GO:0006355,regulation of DNA-templated transcription
g12099.t1,g12099,-0.182555940032471,885.384424482542,0.347929746985265,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
g12099.t2,g12099,-0.182555940032471,885.384424482542,0.347929746985265,GO:0003677,DNA binding
g12099.t2,g12099,-0.182555940032471,885.384424482542,0.347929746985265,GO:0006355,regulation of DNA-templated transcription
g12099.t2,g12099,-0.182555940032471,885.384424482542,0.347929746985265,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
g6497.t1,g6497,-0.182678822757894,127.259009658199,0.420518750310735,nan,
g10955.t1,g10955,-0.182745818852394,532.522587426043,0.13027756873674,GO:0016020,membrane
g10955.t1,g10955,-0.182745818852394,532.522587426043,0.13027756873674,GO:0006821,chloride transport
g10955.t1,g10955,-0.182745818852394,532.522587426043,0.13027756873674,GO:0015108,chloride transmembrane transporter activity
g10955.t1,g10955,-0.182745818852394,532.522587426043,0.13027756873674,GO:0055085,transmembrane transport
g5482.t1,g5482,-0.182778825156392,1030.24421364914,0.124050314315546,GO:0031011,Ino80 complex
g13138.t1,g13138,-0.182952614722227,417.607501601341,0.239439870983468,GO:0043015,gamma-tubulin binding
g2111.t1,g2111,-0.183914935264775,481.482415570808,0.160544290086499,GO:0003824,catalytic activity
g2111.t1,g2111,-0.183914935264775,481.482415570808,0.160544290086499,GO:0016787,hydrolase activity
g9024.t1,g9024,-0.184076278884967,414.726612588544,0.373847118164964,GO:0019346,transsulfuration
g9024.t1,g9024,-0.184076278884967,414.726612588544,0.373847118164964,GO:0030170,pyridoxal phosphate binding
g8054.t1,g8054,-0.184486336615905,2548.96544000692,0.0381143917933933,GO:0005515,protein binding
g8796.t1,g8796,-0.184587490872728,4571.10258990295,0.188986343014536,nan,
g10165.t1,g10165,-0.18461663697986,1379.16129803012,0.267193137373981,GO:0005975,carbohydrate metabolic process
g10165.t1,g10165,-0.18461663697986,1379.16129803012,0.267193137373981,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
g10196.t1,g10196,-0.184957317235616,855.600890021206,0.337641751988694,nan,
g6096.t2,g6096,-0.185516118901492,21989.9699363715,0.721535866734987,nan,
g6096.t1,g6096,-0.185516118901492,21989.9699363715,0.721535866734987,GO:0016887,ATP hydrolysis activity
g6096.t1,g6096,-0.185516118901492,21989.9699363715,0.721535866734987,GO:0016020,membrane
g6096.t1,g6096,-0.185516118901492,21989.9699363715,0.721535866734987,GO:0005524,ATP binding
g6096.t1,g6096,-0.185516118901492,21989.9699363715,0.721535866734987,GO:0055085,transmembrane transport
g6096.t1,g6096,-0.185516118901492,21989.9699363715,0.721535866734987,GO:0140359,ABC-type transporter activity
g12558.t1,g12558,-0.185555009155765,904.120990401493,0.0854791254388895,nan,
g444.t1,g444,-0.185961280726091,456.596474889508,0.233584646975325,nan,
g6183.t1,g6183,-0.186474451558565,163.811053256167,0.374289795681159,GO:0005525,GTP binding
g6183.t1,g6183,-0.186474451558565,163.811053256167,0.374289795681159,GO:0003924,GTPase activity
g6581.t1,g6581,-0.186541048579133,242.607188230181,0.364528461929474,nan,
g10504.t1,g10504,-0.186780666089205,134.309459553383,0.517459988097765,GO:0055085,transmembrane transport
g10504.t1,g10504,-0.186780666089205,134.309459553383,0.517459988097765,GO:0022857,transmembrane transporter activity
g10504.t2,g10504,-0.186780666089205,134.309459553383,0.517459988097765,GO:0055085,transmembrane transport
g10504.t2,g10504,-0.186780666089205,134.309459553383,0.517459988097765,GO:0022857,transmembrane transporter activity
g4860.t1,g4860,-0.186895003089602,618.009458262086,0.209314124216669,nan,
g1827.t1,g1827,-0.187026240432835,517.410148917672,0.117450536773164,nan,
g11928.t1,g11928,-0.187038607777864,4600.14512770794,0.116435792424202,GO:0005515,protein binding
g11928.t1,g11928,-0.187038607777864,4600.14512770794,0.116435792424202,GO:0005737,cytoplasm
g7455.t1,g7455,-0.187183299575427,307.488259728353,0.308551323154001,GO:0016846,carbon-sulfur lyase activity
g587.t1,g587,-0.187209600143353,464.825577551313,0.397454384081701,GO:0019915,lipid storage
g292.t1,g292,-0.187747351025579,375.702846093879,0.322788287095172,GO:0000439,transcription factor TFIIH core complex
g292.t1,g292,-0.187747351025579,375.702846093879,0.322788287095172,GO:0006289,nucleotide-excision repair
g292.t1,g292,-0.187747351025579,375.702846093879,0.322788287095172,GO:0001671,ATPase activator activity
g10183.t1,g10183,-0.187924932814897,294.044787138493,0.404105274850902,nan,
g4912.t1,g4912,-0.188036189753148,1638.26914083827,0.323707073084794,nan,
g9578.t1,g9578,-0.188317810534337,935.774891981449,0.207461283278285,nan,
g12965.t1,g12965,-0.188395680545919,228.122570465405,0.357765828525383,nan,
g7471.t1,g7471,-0.188768721751692,275.46294071228,0.28464917137987,nan,
g6453.t1,g6453,-0.188880281543643,1729.5185451344,0.0669000861146179,GO:0010498,proteasomal protein catabolic process
g6453.t1,g6453,-0.188880281543643,1729.5185451344,0.0669000861146179,GO:0005839,proteasome core complex
g6453.t1,g6453,-0.188880281543643,1729.5185451344,0.0669000861146179,GO:0051603,
g4475.t1,g4475,-0.188906756370658,571.591291438906,0.305371613559312,nan,
g11753.t1,g11753,-0.189447872000792,597.547879232308,0.196297654898421,nan,
g5020.t2,g5020,-0.189584896652019,628.063152567858,0.231277513949628,GO:0006506,GPI anchor biosynthetic process
g5020.t1,g5020,-0.189584896652019,628.063152567858,0.231277513949628,GO:0006506,GPI anchor biosynthetic process
g10152.t1,g10152,-0.190021189056363,149.10638169264,0.559157876043527,nan,
g4345.t1,g4345,-0.190537043522559,21379.3299929666,0.060014535589386,GO:0007017,microtubule-based process
g4345.t1,g4345,-0.190537043522559,21379.3299929666,0.060014535589386,GO:0005200,structural constituent of cytoskeleton
g4345.t1,g4345,-0.190537043522559,21379.3299929666,0.060014535589386,GO:0005525,GTP binding
g4345.t1,g4345,-0.190537043522559,21379.3299929666,0.060014535589386,GO:0005874,microtubule
g1702.t1,g1702,-0.190569402480098,131.999196235174,0.377279891621483,nan,
g1982.t1,g1982,-0.190589746354666,897.514142810463,0.198002942837083,GO:0005096,GTPase activator activity
g1982.t2,g1982,-0.190589746354666,897.514142810463,0.198002942837083,GO:0005096,GTPase activator activity
g175.t1,g175,-0.190636056516234,735.986747930595,0.166210587273953,GO:0055085,transmembrane transport
g175.t1,g175,-0.190636056516234,735.986747930595,0.166210587273953,GO:0022857,transmembrane transporter activity
g175.t2,g175,-0.190636056516234,735.986747930595,0.166210587273953,nan,
g1556.t1,g1556,-0.190705957408361,633.151352768348,0.130492475189707,GO:0016020,membrane
g1556.t1,g1556,-0.190705957408361,633.151352768348,0.130492475189707,GO:0055085,transmembrane transport
g1556.t1,g1556,-0.190705957408361,633.151352768348,0.130492475189707,GO:0022857,transmembrane transporter activity
g10766.t1,g10766,-0.191153261190939,279.584296469561,0.409885345333785,nan,
g6538.t1,g6538,-0.191355296047216,1900.52541384957,0.0848638282370031,GO:0051603,
g6538.t1,g6538,-0.191355296047216,1900.52541384957,0.0848638282370031,GO:0005839,proteasome core complex
g6538.t1,g6538,-0.191355296047216,1900.52541384957,0.0848638282370031,GO:0004298,threonine-type endopeptidase activity
g10554.t1,g10554,-0.1917958910933,326.643245305292,0.283598288300504,nan,
g357.t1,g357,-0.191986992818614,279.311530874649,0.342923346642923,GO:0016020,membrane
g357.t1,g357,-0.191986992818614,279.311530874649,0.342923346642923,GO:0042500,"aspartic endopeptidase activity, intramembrane cleaving"
g8550.t1,g8550,-0.192257709277205,910.9926090154,0.179385395700216,nan,
g11635.t1,g11635,-0.193160851529673,1584.90030422132,0.128901793362992,nan,
g4407.t1,g4407,-0.193620203742376,13730.4812500084,0.134731713103397,GO:0016887,ATP hydrolysis activity
g4407.t1,g4407,-0.193620203742376,13730.4812500084,0.134731713103397,GO:0005524,ATP binding
g1566.t1,g1566,-0.193657596922876,56102.3117121294,0.398738578762585,GO:0046873,metal ion transmembrane transporter activity
g1566.t1,g1566,-0.193657596922876,56102.3117121294,0.398738578762585,GO:0030001,metal ion transport
g1566.t1,g1566,-0.193657596922876,56102.3117121294,0.398738578762585,GO:0005385,zinc ion transmembrane transporter activity
g1566.t1,g1566,-0.193657596922876,56102.3117121294,0.398738578762585,GO:0016020,membrane
g1566.t1,g1566,-0.193657596922876,56102.3117121294,0.398738578762585,GO:0071577,zinc ion transmembrane transport
g1566.t1,g1566,-0.193657596922876,56102.3117121294,0.398738578762585,GO:0055085,transmembrane transport
g10485.t1,g10485,-0.194398881640415,1104.24851532952,0.391309214889765,nan,
g6412.t1,g6412,-0.194449855390381,4010.77302078898,0.0327648952167197,GO:0140662,ATP-dependent protein folding chaperone
g6412.t1,g6412,-0.194449855390381,4010.77302078898,0.0327648952167197,GO:0016887,ATP hydrolysis activity
g6412.t1,g6412,-0.194449855390381,4010.77302078898,0.0327648952167197,GO:0005524,ATP binding
g6412.t1,g6412,-0.194449855390381,4010.77302078898,0.0327648952167197,GO:0006457,protein folding
g6412.t1,g6412,-0.194449855390381,4010.77302078898,0.0327648952167197,GO:0051082,unfolded protein binding
g8338.t1,g8338,-0.194615808102156,4278.60738468266,0.0472458363640168,nan,
g6849.t1,g6849,-0.194843406247301,171.72767698812,0.301972114043149,GO:0043015,gamma-tubulin binding
g4585.t1,g4585,-0.195048757048679,275.860543577967,0.212731632397381,nan,
g11668.t1,g11668,-0.195646844297929,155.637414319832,0.381907586734586,nan,
g12106.t1,g12106,-0.195660918911744,1021.19012924428,0.0383800592220839,GO:0006790,sulfur compound metabolic process
g12106.t1,g12106,-0.195660918911744,1021.19012924428,0.0383800592220839,GO:0046854,phosphatidylinositol phosphate biosynthetic process
g12106.t1,g12106,-0.195660918911744,1021.19012924428,0.0383800592220839,GO:0008441,"3'(2'),5'-bisphosphate nucleotidase activity"
g5675.t1,g5675,-0.19580968198203,827.808915550481,0.155354011087488,nan,
g6000.t1,g6000,-0.195855285939491,2353.93500384503,0.177669893028464,nan,
g1846.t1,g1846,-0.196023151378585,524.617978160421,0.383855942244363,nan,
g6793.t1,g6793,-0.19632043993108,364.083691979922,0.253656532628,GO:0005524,ATP binding
g13624.t1,g13624,-0.196589144743835,416.397143439505,0.0830509836896104,nan,
g5392.t1,g5392,-0.19668264052148,226.345956516583,0.401950558986957,nan,
g7140.t1,g7140,-0.196979492685507,324.749430683216,0.230845267773576,GO:0018342,protein prenylation
g7140.t1,g7140,-0.196979492685507,324.749430683216,0.230845267773576,GO:0008318,protein prenyltransferase activity
g9311.t1,g9311,-0.197365335930423,181.840621390229,0.6127721468535,GO:0000166,nucleotide binding
g13045.t1,g13045,-0.197569376539102,4072.47406098268,0.148755269479193,nan,
g12601.t1,g12601,-0.197691266667855,328.719328044263,0.339616929768003,nan,
g1684.t1,g1684,-0.199232100208366,750.719111003504,0.209555079598945,GO:0016020,membrane
g1684.t1,g1684,-0.199232100208366,750.719111003504,0.209555079598945,GO:0006486,
g1684.t1,g1684,-0.199232100208366,750.719111003504,0.209555079598945,GO:0000030,mannosyltransferase activity
g1695.t1,g1695,-0.199629274065581,207.317033109081,0.392428584947183,GO:0009058,biosynthetic process
g1923.t1,g1923,-0.199789657370628,316.257047948429,0.214371449350505,nan,
g687.t1,g687,-0.200207754830815,1201.34991614247,0.0732904503608837,nan,
g13446.t1,g13446,-0.200263646853941,1193.96662256006,0.0603387009907276,GO:0006886,intracellular protein transport
g13446.t1,g13446,-0.200263646853941,1193.96662256006,0.0603387009907276,GO:0005742,mitochondrial outer membrane translocase complex
g13446.t1,g13446,-0.200263646853941,1193.96662256006,0.0603387009907276,GO:0030150,protein import into mitochondrial matrix
g1869.t2,g1869,-0.200271683755042,2258.2931866473,0.10283060863636,GO:0006886,intracellular protein transport
g1869.t2,g1869,-0.200271683755042,2258.2931866473,0.10283060863636,GO:0030131,clathrin adaptor complex
g1869.t2,g1869,-0.200271683755042,2258.2931866473,0.10283060863636,GO:0016192,vesicle-mediated transport
g1869.t1,g1869,-0.200271683755042,2258.2931866473,0.10283060863636,GO:0006886,intracellular protein transport
g1869.t1,g1869,-0.200271683755042,2258.2931866473,0.10283060863636,GO:0030131,clathrin adaptor complex
g1869.t1,g1869,-0.200271683755042,2258.2931866473,0.10283060863636,GO:0016192,vesicle-mediated transport
g9237.t1,g9237,-0.200463990122132,10950.0939880587,0.251720963710182,GO:0006260,DNA replication
g9237.t1,g9237,-0.200463990122132,10950.0939880587,0.251720963710182,GO:0008998,ribonucleoside-triphosphate reductase (thioredoxin) activity
g9237.t1,g9237,-0.200463990122132,10950.0939880587,0.251720963710182,GO:0016491,oxidoreductase activity
g9237.t1,g9237,-0.200463990122132,10950.0939880587,0.251720963710182,GO:0051536,iron-sulfur cluster binding
g9237.t1,g9237,-0.200463990122132,10950.0939880587,0.251720963710182,GO:0003824,catalytic activity
g13492.t1,g13492,-0.201497927502065,646.152394762144,0.123550237087671,GO:0016787,hydrolase activity
g4528.t1,g4528,-0.201838923792264,412.95396291609,0.15218646272715,GO:0006511,ubiquitin-dependent protein catabolic process
g10668.t1,g10668,-0.202415831880399,7147.22471502713,0.238185557462008,nan,
g10397.t1,g10397,-0.203011445396952,122.508321282144,0.467048434631591,nan,
g992.t1,g992,-0.203728283929948,430.075098683957,0.210131147183215,GO:0002100,tRNA wobble adenosine to inosine editing
g992.t1,g992,-0.203728283929948,430.075098683957,0.210131147183215,GO:0008251,tRNA-specific adenosine deaminase activity
g6455.t1,g6455,-0.203906736366743,2579.87662575316,0.136117318086752,nan,
g542.t2,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0003677,DNA binding
g542.t2,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0003700,DNA-binding transcription factor activity
g542.t2,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0006355,regulation of DNA-templated transcription
g542.t2,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0005507,copper ion binding
g542.t1,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0003677,DNA binding
g542.t1,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0003700,DNA-binding transcription factor activity
g542.t1,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0006355,regulation of DNA-templated transcription
g542.t1,g542,-0.204192921792706,1180.40771485044,0.2106712787244,GO:0005507,copper ion binding
g10503.t2,g10503,-0.204331698039662,523.938373240274,0.207722740874051,nan,
g10503.t1,g10503,-0.204331698039662,523.938373240274,0.207722740874051,GO:0006355,regulation of DNA-templated transcription
g10503.t1,g10503,-0.204331698039662,523.938373240274,0.207722740874051,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
g10503.t1,g10503,-0.204331698039662,523.938373240274,0.207722740874051,GO:0008270,zinc ion binding
g12858.t1,g12858,-0.204598929490923,245.466265462825,0.290101028464937,nan,
g4787.t1,g4787,-0.204663951229989,3757.4249165867,0.0618459707148305,GO:0016887,ATP hydrolysis activity
g4787.t1,g4787,-0.204663951229989,3757.4249165867,0.0618459707148305,GO:0005524,ATP binding
g4787.t1,g4787,-0.204663951229989,3757.4249165867,0.0618459707148305,GO:0006457,protein folding
g4787.t1,g4787,-0.204663951229989,3757.4249165867,0.0618459707148305,GO:0051082,unfolded protein binding
g13554.t2,g13554,-0.204736636939246,485.285385642325,0.340577429636903,nan,
g13554.t1,g13554,-0.204736636939246,485.285385642325,0.340577429636903,nan,
g2093.t1,g2093,-0.204755233618607,1248.88035435772,0.0298755550900992,GO:0008237,metallopeptidase activity
g2093.t1,g2093,-0.204755233618607,1248.88035435772,0.0298755550900992,GO:0008270,zinc ion binding
g7049.t2,g7049,-0.205227713915635,1590.15995810479,0.0398697883217932,GO:0005525,GTP binding
g7049.t2,g7049,-0.205227713915635,1590.15995810479,0.0398697883217932,GO:0003924,GTPase activity
g7049.t1,g7049,-0.205227713915635,1590.15995810479,0.0398697883217932,GO:0005525,GTP binding
g7049.t1,g7049,-0.205227713915635,1590.15995810479,0.0398697883217932,GO:0003924,GTPase activity
g6381.t1,g6381,-0.205697910436303,382.675449461864,0.225527013464802,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
g6381.t1,g6381,-0.205697910436303,382.675449461864,0.225527013464802,GO:0000105,L-histidine biosynthetic process
g4852.t1,g4852,-0.205820776992008,668.420619574301,0.11358724653001,GO:0016592,mediator complex
g723.t1,g723,-0.20609986118371,1412.87311195336,0.44106899770562,GO:0005524,ATP binding
g723.t1,g723,-0.20609986118371,1412.87311195336,0.44106899770562,GO:0006094,gluconeogenesis
g723.t1,g723,-0.20609986118371,1412.87311195336,0.44106899770562,GO:0004612,phosphoenolpyruvate carboxykinase (ATP) activity
g5452.t1,g5452,-0.207525451300828,264.833894595659,0.264885933192109,nan,
g6616.t1,g6616,-0.207781718423645,256.757577221624,0.408906899297508,nan,
g3115.t1,g3115,-0.208182191466908,203.943569735509,0.559157876043527,GO:0005515,protein binding
g1698.t1,g1698,-0.208795412194748,181.227199527693,0.311226653596413,nan,
g7352.t1,g7352,-0.209132523885753,240.867067690615,0.241819360825451,GO:0005515,protein binding
g7352.t2,g7352,-0.209132523885753,240.867067690615,0.241819360825451,GO:0005515,protein binding
g743.t1,g743,-0.20913440103311,1852.00055960223,0.0738338098044662,nan,
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0008649,rRNA methyltransferase activity
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0008168,methyltransferase activity
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0032259,methylation
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0006364,rRNA processing
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0005634,nucleus
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0031167,rRNA methylation
g12435.t1,g12435,-0.209259990603742,2881.39170089948,0.0161653209228606,GO:0001510,RNA methylation
g7235.t1,g7235,-0.209566592014855,562.477199819652,0.155351532983032,GO:0005515,protein binding
g7235.t2,g7235,-0.209566592014855,562.477199819652,0.155351532983032,GO:0005515,protein binding
g6586.t1,g6586,-0.210073809528758,503.171302044488,0.261405196494537,GO:0005634,nucleus
g6424.t1,g6424,-0.211096770442324,229.37738593571,0.212022071901433,nan,
g10907.t1,g10907,-0.211297965449156,725.568536584296,0.17867231349759,nan,
g10907.t2,g10907,-0.211297965449156,725.568536584296,0.17867231349759,nan,
g8544.t1,g8544,-0.211519441566563,304.1153699373,0.226505810022881,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity
g4527.t1,g4527,-0.211977356941383,399.458292562042,0.129355380317661,GO:0016788,"hydrolase activity, acting on ester bonds"
g4527.t1,g4527,-0.211977356941383,399.458292562042,0.129355380317661,GO:0006397,mRNA processing
g4527.t1,g4527,-0.211977356941383,399.458292562042,0.129355380317661,GO:0016787,hydrolase activity
